0.03	1.8066391304347826
0.05	7.375824782608697
0.07	16.87092782608696
0.1	30.22224826086957
0.12	47.03433826086957
0.15	66.69523608695653
0.17	88.51839000000001
0.2	111.82435695652174
0.23	135.9603743478261
0.25	160.27236565217393
0.28	184.0457182608696
0.3	206.48388217391306
0.33	226.81485608695655
0.35	244.4986830434783
0.38	259.2961434782609
0.4	271.08823347826086
0.42	279.64811782608695
0.45	284.64752130434783
0.47	285.94864739130435
0.5	283.9122247826087
0.53	279.3997360869565
0.55	273.46781086956526
0.57	266.81691260869565
0.6	255.09910521739133
0.62	231.76559086956524
0.65	205.0740691304348
0.68	179.13670652173914
0.7	155.3257647826087
0.72	134.16164130434782
0.75	115.86118
0.78	100.60240739130435
0.8	88.50511391304347
0.82	79.52943826086957
0.85	73.46859869565218
0.88	69.98683913043479
0.9	68.61607695652175
0.93	68.73391826086957
0.95	69.62868869565217
0.97	70.6935047826087
1.0	71.58729913043479
